time,dir0,snow_prec0,isocero0,mod0,racha_u0,racha_v0,mslp0,temp0,rh0,visibility0,lhevapac0,lhsublac0,lwflx0,prec0,swflx0,shflxac0,cape0,cin0,cfh0,cfl0,cfm0,cft0,HGT5000,HGT8500,T5000,T8500,dir1,snow_prec1,isocero1,mod1,racha_u1,racha_v1,mslp1,temp1,rh1,visibility1,lhevapac1,lhsublac1,lwflx1,prec1,swflx1,shflxac1,cape1,cin1,cfh1,cfl1,cfm1,cft1,HGT5001,HGT8501,T5001,T8501
12/1/21 10:00,158.29,0,1987.01,0.99,-0.63,1.41,96260.43,276.98,0.91,25494.32,57502,-18,5.82,1.08,7.61,-94130,-0.11,30560,0.99,1,1,1,55027.96,14602.2,252.35,275.94,108.13,0,1986.89,1.56,-1.95,0.56,96533.43,276.58,0.93,22317.32,52382,-18,5.95,0.99,5.91,152654,-0.11,30350,0.99,1,1,1,55020.08,14598.7,252.32,275.8
12/1/21 11:00,329.49,0,2071.71,1.07,0.86,-1.34,96183.34,277.53,0.91,9816.99,54352,-15,4.18,1.18,32.01,-113688,-15734.75,6323,0.99,1,0,1,54898.78,14533.17,251.77,275.68,14.41,0,2074.71,0.89,-0.28,-1.29,96459.34,277.14,0.93,8549.99,52816,-15,4.34,1.11,32.32,160232,0.25,20073,0.95,1,0,1,54891.78,14531.11,251.75,275.64
12/1/21 12:00,348.04,0,2021.65,1.49,0.51,-2.02,96085.19,279.03,0.91,10453.26,40272,1,-33.12,1.18,198.23,-140196,-1.8,20285,1,1,0,1,54716.94,14443.36,251.05,276.19,24.48,0,2019.09,1.34,-0.73,-1.77,96360.19,278.58,0.92,9242.26,45392,1,-25.52,1.11,185.38,163676,0.2,20060,1,1,0,1,54708.44,14439.79,251.04,276.11
12/1/21 13:00,64.99,0,1831.38,0.76,-1.1,-0.56,96053.79,278.56,0.94,19893.66,-2848,-12,-5.1,1.32,18.02,-156518,-0.1,32500,1,1,1,1,54516.93,14393.55,249.98,275.16,115.99,0,1831.07,0.82,-1.03,0.46,96311.79,278.33,0.95,5286.66,28384,-12,-3.83,1.28,18.53,166298,-0.1,32304,1,1,1,1,54509.68,14388.24,249.96,275.14
12/1/21 14:00,24.5,0,1670.3,1.92,-0.98,-2.39,96031.55,278.33,0.95,4674.43,-12288,-30,-2.01,2.32,4.77,-177872,-0.07,20204,0.99,1,1,1,54346.35,14360.02,248.75,274.26,53.96,0,1664.93,1.24,-1.32,-1.04,96295.55,278,0.96,3428.43,22016,-30,-1.02,2.23,4.1,169264,-2.07,19995,0.98,1,1,1,54339.85,14359.52,248.65,274.24
12/1/21 15:00,213.64,0,1538.57,1.67,1.18,1.93,95935.98,278.63,0.93,8225.32,-16304,3,-16.31,2.42,29.38,-201671,-4.59,12619,1,0.23,1,1,54195.7,14298.12,247.83,274.37,150.98,0,1543.07,1.28,-0.88,1.46,96205.98,278.45,0.95,6672.32,18000,3,-45.94,2.3,104.43,174905,-1.59,12397,1,0.39,1,1,54190.2,14294.69,247.71,274.24
12/1/21 16:00,266.16,0,1564.63,1.85,2.39,0.25,95926.99,278.66,0.93,9269.56,-20048,46,0.05,2.8,1.8,-222647,-0.36,12608,0,1,1,1,54086.81,14273.18,246.71,273.8,284.53,0,1534.95,0.61,0.73,-0.16,96194.99,278.62,0.94,15032.56,15280,46,0.44,2.58,1.62,181065,-13.36,32150,0,1,1,1,54079.69,14274.3,246.61,273.65
12/1/21 17:00,246.34,0,1513.27,2,2.28,1.1,95867.96,278.24,0.93,8361.94,-18768,29,-65.96,3.03,0,-230048,-5.8,21625,0,0.44,0.38,0.66,53990.5,14219.77,246.27,273.64,230.82,0,1516.65,1.75,1.66,1.46,96129.96,277.85,0.95,5479.94,18096,29,-64.68,2.74,0,192608,-5.3,22957,0,0.71,0.2,0.77,53984.12,14218.34,246.15,273.64
12/1/21 18:00,258.09,0,1456.98,2.1,2.62,0.66,95855.98,277.9,0.94,8276.33,-10832,-6,3.77,3.66,0,-227637,-0.24,30257,0,1,1,1,53899.68,14199.14,246.44,273.23,248.95,0,1454.48,1.62,1.9,0.82,96114.98,277.64,0.96,4268.33,27568,-6,4.35,3.37,0,212171,-0.24,32098,0,1,1,1,53894.31,14194.89,246.4,273.21
12/1/21 19:00,255.2,0,1470.79,2.55,3.13,0.95,95801.22,277.93,0.92,50000.01,-7936,11,-27.2,3.85,0,-224068,-0.56,15353,0,1,0,1,53835.29,14152.53,245.8,273.28,245.8,0,1468.79,2.18,2.51,1.24,96060.22,277.65,0.94,50000.01,34560,11,-19.45,3.55,0,232636,-0.56,13229,0,1,0,1,53831.91,14149.16,245.75,273.3
12/1/21 20:00,258.61,0,1410.15,2.71,3.53,0.85,95764.76,277.79,0.91,9964.02,-11856,15,1.94,3.88,0,-185668,-2.07,11078,0,0.96,0.41,0.98,53762.25,14120.85,245.4,273.23,245.23,0,1412.96,1.89,2.18,1.11,96019.76,277.2,0.93,8249.02,37296,15,3.37,3.57,0,264892,-5.57,12376,0,0.62,0.24,0.71,53758.25,14116.35,245.34,273.38
12/1/21 21:00,281.25,0,1371.63,2.66,3.57,-0.57,95745.8,277.43,0.92,8919.8,-8336,31,1.68,4.21,0,-164810,0.18,21564,0,1,0.96,1,53707.32,14089.16,245.03,273.11,277.63,0,1387.63,2.02,2.74,-0.26,96002.8,276.81,0.94,7813.8,46448,31,4.36,3.94,0,299062,-1.82,18588,0,1,0.99,1,53705.2,14086.54,244.97,273.32
12/1/21 22:00,284.7,0,1318.2,1.52,2.17,-0.48,95714.61,277.28,0.95,5016.39,-5344,-18,2.43,4.87,0,-161817,-9.06,18774,1,1,1,1,53631.63,14045.43,244.85,272.85,308.48,0,1344.27,1.46,1.69,-1.24,95967.61,276.69,0.96,3449.39,57120,-18,4.42,4.65,0,329191,-8.06,18568,1,1,1,1,53629.26,14039.62,244.84,273.07
12/1/21 23:00,174.79,0,1304.43,0.23,-0.06,0.47,95645.61,277.27,0.94,6302.06,-3216,-4,-3.06,5.11,0,-178870,0.2,32166,1,1,1,1,53514.11,13987.04,244.56,272.53,64.02,0,1299.62,0.44,-0.53,-0.28,95905.61,276.74,0.96,3279.06,63344,-4,0.5,5.03,0,339274,0.2,31972,1,1,1,1,53509.23,13983.48,244.56,272.55
12/2/21 0:00,272.77,0,1277.46,2.17,3.1,-0.03,95536.64,277.96,0.92,49999.72,0,0,-13.03,0,0,0,-0.61,9772,1,1,0.04,1,53439.89,13898.64,244.72,272.21,279.21,0,1282.77,1.39,1.97,-0.25,95802.64,277.54,0.95,6383.72,0,0,-8.72,0,0,0,-0.61,9554,1,1,0.08,1,53434.64,13899.89,244.69,272.21
12/2/21 1:00,295.81,0,1210.89,1.94,2.35,-1.03,95448.42,277.52,0.94,49999.53,-18029,2.44,-3.3,0.31,0,4479,-0.43,10372,0,1,0.04,1,53315.95,13806.74,244.27,272.07,318.07,0,1210.52,1.62,1.51,-1.56,95713.42,277.16,0.96,4440.53,-5069,2.44,-2.1,0.37,0,13375,0.07,10156,0,1,0.06,1,53311.95,13806.49,244.29,272.1
12/2/21 2:00,270.32,0,1186.45,1.84,2.49,0.08,95435.56,277.24,0.96,4367.17,-26803,-9.94,-7.58,0.62,0,-9512,0.01,30078,0.33,0.96,0.96,1,53254.38,13791.63,244.24,272.23,275.84,0,1185.45,1.79,2.4,-0.16,95697.56,277.08,0.96,3508.17,-9203,-9.94,-4.65,0.69,0,27352,0.01,26146,0.17,0.96,0.97,1,53248.62,13790.63,244.23,272.29
12/2/21 3:00,281.09,0,1221.57,1.87,2.4,-0.38,95420.97,276.7,0.95,7116.12,-25076,8,-0.97,0.71,0,-20429,0.17,12538,0,1,0,1,53221.79,13779.34,244.24,272.1,301.24,0,1205.7,1.73,1.97,-1.1,95688.97,276.45,0.96,3216.12,-5748,8,0.54,0.83,0,37555,-0.83,14080,0,1,0,1,53217.04,13779.34,244.24,272.06
12/2/21 4:00,288.02,0,1195.26,2.76,3.54,-1.01,95402.42,276.82,0.92,8908.53,-33465,3,1.78,0.8,0,-22385,-0.59,9756,0.99,1,0.09,1,53178.54,13762.99,243.95,271.77,287.66,0,1181.51,2.35,3.07,-0.85,95662.42,276.69,0.94,7661.53,-6969,3,1.12,0.95,0,48911,-0.59,8976,0.89,1,0.18,1,53173.41,13763.05,243.98,271.7
12/2/21 5:00,266.92,0,1135.74,3.64,4.84,0.44,95377.43,276.83,0.94,7764.77,-33368,38,-76.12,0.81,0,8016,-6.58,8198,0,0.94,0.02,0.94,53121.88,13752.34,243.58,271.68,265.41,0,1155.8,3.01,3.96,0.47,95643.43,276.42,0.95,5883.77,-5208,38,-76.65,0.95,0,86864,-6.58,7980,0,0.83,0.05,0.84,53119.13,13752.59,243.54,271.66
12/2/21 6:00,311.84,0,1168.31,5.38,5.89,-4.89,95478.37,276.68,0.95,3931.11,-37911,-45,-3.4,2.63,0,81549,-0.84,12526.7,0,1,0.02,1,53098,13814.54,242.78,271.73,317.95,0,1181.19,4.62,4.76,-4.89,95735.37,276.73,0.94,7661.11,1001,-45,-3.5,2.31,0,200077,-0.84,12316.7,0,1,0,1,53096,13812.29,242.73,271.77
12/2/21 7:00,299.46,0,1148.44,3.88,4.79,-2.47,95538.76,276.84,0.95,7023.33,-67381,-10,-3.74,3.63,0,84419,-0.53,11748.07,0.01,1,0.43,1,53092.93,13864.15,241.92,271.24,295.7,0,1156.06,3.48,4.52,-1.97,95800.76,277,0.94,7832.33,-24373,-10,-5.68,3.2,0,250051,-0.53,10816.07,0,1,0.3,1,53095.31,13865.46,241.91,271.2
12/2/21 8:00,249.88,0,1181.45,2.15,2.67,1.1,95553.55,276.94,0.95,6749.41,-87895,60,-7.62,5.12,6.53,87950,-0.42,11756,0,1,0,1,53148.27,13885.52,242.39,271.51,255.13,0,1181.26,1.82,2.29,0.7,95819.55,276.92,0.96,4388.41,-36695,60,-6.51,4.41,5.86,282254,-0.42,10820,0,1,0.01,1,53150.77,13887.89,242.39,271.5
12/2/21 9:00,284.89,0,1168.85,4.06,5.53,-1.25,95653.03,277.18,0.94,7760.76,-124926,-47,-5.29,5.51,7.34,98677,0.21,12528,0,1,0.34,1,53243.16,13959.11,244,271.66,285.39,0,1181.04,3.81,5.27,-1.24,95908.03,277.18,0.94,7060.76,-62462,-47,-4.47,4.76,7.39,316021,0.21,12318,0,1,0.5,1,53244.29,13954.73,244.06,271.71
12/2/21 10:00,282.24,0,1212.03,2.96,4.25,-0.76,95670.62,278.24,0.9,50000.23,-196672,-57,-38.5,5.73,170.56,97004,-0.98,13388,0.02,1,0.99,1,53368.96,13986.5,244.78,271.92,284.98,0,1205.53,2.21,3.14,-0.71,95939.62,278.37,0.91,50000.23,-104000,-57,-39.23,5.01,164.75,337132,-0.48,10824,0.04,1,1,1,53370.21,13986.38,244.71,271.93
12/2/21 11:00,327.48,0,1208.86,1.52,1.33,-1.93,95741.74,277.5,0.94,8073.98,-277824,-42,-6.77,8.55,18.14,74766,-0.16,8668,0,1,1,1,53395.56,14041.97,245.27,271.82,338.52,0,1198.98,1.97,1.2,-2.74,96002.74,277.6,0.93,6729.98,-192320,-42,-7.09,7.87,21.39,350734,-0.16,8974,0,1,1,1,53393.19,14038.22,245.05,271.85
12/2/21 12:00,340.22,0,1195.54,3.57,1.88,-4.68,95746.68,278.33,0.93,8258.75,-329072,-6,-5.39,9.89,33.05,53316,-1.01,6018,0,1,0.01,1,53401.95,14046.11,245,271.72,352.08,0,1187.04,3.74,0.99,-5.6,96008.68,278.86,0.89,28629.75,-282992,-6,-16.33,9.17,169.23,375364,-0.01,6416,0,1,0.04,1,53404.07,14046.98,244.98,271.76
12/2/21 13:00,326.42,0,1154.19,5.42,4.59,-6.38,95834.68,277.54,0.94,4547.82,-440128,15,-9.38,11.21,14.17,43318,-1.33,12526,0,1,1,1,53446.23,14103.61,246.03,271.64,341.64,0,1160.31,5.78,3.04,-8.13,96104.68,278.12,0.91,10805.82,-494912,15,-11.84,10.14,12.78,403766,-0.33,6094,0,1,0.78,1,53454.35,14111.36,245.96,271.68
12/2/21 14:00,340.46,0,1001.56,9.26,4.87,-12.25,95909.06,278.48,0.84,15493.16,-633616,76,-13.86,11.46,30.28,89564,-9.34,8200,0,0.39,0,0.39,53519.77,14170.46,247.65,270.34,341.41,0,1010.38,9.15,4.85,-12.81,96165.06,278.78,0.81,17170.16,-816912,76,-14.4,10.35,32.84,478684,-9.34,8462,0,0.76,0,0.76,53524.89,14167.34,247.62,270.31
12/2/21 15:00,346.27,0,957.93,7.85,3.07,-10.81,95988.39,278.49,0.77,19927.12,-1146368,-1,-53.72,11.46,114.7,206300,-7.64,9194,0,0.98,0,0.98,53656.7,14224.31,250.23,269.87,346.64,0,959.93,7.63,3.06,-11.03,96239.39,278.75,0.75,21303.12,-1355264,-1,-63.61,10.35,124.94,645084,-8.64,9544,0,0.91,0,0.91,53661.32,14218.56,250.14,269.89
12/2/21 16:00,339.54,0,913.5,6.98,3.81,-9.15,96058.33,278.07,0.75,21455.18,-1528688,-47,-58.98,11.46,33.32,366056,-23.21,9760,0,0.56,0,0.56,53774.38,14282.51,251.92,269.89,341.32,0,916.38,6.85,3.61,-9.49,96306.33,278.33,0.72,22958.18,-1759600,-47,-67.29,10.35,35.23,853480,-25.71,10160,0,0.44,0,0.44,53777.38,14273.95,251.74,269.91
12/2/21 17:00,334.49,0,931.88,4.9,3.13,-5.98,96096.85,276.84,0.79,50000.07,-1714768,-50,-79.14,11.46,0,551319,-3.28,13378,0,0.07,0,0.07,53946.23,14314.6,254.11,270.01,339.37,0,938.62,5.05,2.81,-6.7,96348.85,277.14,0.77,50000.07,-1957968,-50,-80.76,10.35,0,1095575,-3.78,13168,0,0.04,0,0.04,53943.73,14308.66,254.06,270.03
12/2/21 18:00,320.68,0,976.38,2.81,2.49,-2.82,96098.3,275.69,0.86,13953.82,-1755296,-79,-71.93,11.46,0,642875,-5.82,12536,0,0,0,0,54105.2,14318.02,255.71,270.21,338.15,0,974.12,3.06,1.72,-3.85,96346.3,275.79,0.85,14276.82,-2004128,-79,-77.22,10.35,0,1236795,-6.32,12326,0,0,0,0,54107.32,14307.39,255.72,270.31
12/2/21 19:00,274.76,0,1011.38,3.13,3.97,-0.18,96110.38,274.99,0.88,50000.35,-1754480,-68,-55.01,11.46,0,679216,-1.55,12532,0,1,0.14,1,54241.94,14324.8,255.91,270.24,273.16,0,1014.19,2.73,3.5,-0.06,96373.38,274.61,0.89,50000.35,-2003312,-68,-65.22,10.35,0,1289520,-2.05,12318,0,1,0.1,1,54249.44,14320.86,255.83,270.25
12/2/21 20:00,306.8,0,1106.44,4.09,4.61,-3.19,96140.78,275.96,0.92,9450.98,-1774032,77,-0.13,11.77,0,761072,0.2,12512,0,1,0.88,1,54369.57,14333.66,256.84,271.07,306.08,0,1117.44,3.67,4.28,-2.88,96396.78,275.86,0.92,9068.98,-2010576,77,0.9,10.6,0,1371888,-0.3,13146,0,1,0.86,1,54375.32,14326.48,256.86,271.06
12/2/21 21:00,308.85,0,1159.25,5.38,6.04,-4.5,96152.07,276.24,0.95,4044.98,-1798768,-62,-3.17,13.36,0,810896,-1.92,13376,0,1,0.67,1,54478,14363.88,256.44,271.43,315.37,0,1180.69,4.67,4.94,-4.64,96410.07,276.43,0.95,4450.98,-2020976,-62,-2.25,12.17,0,1457040,-0.92,12322,0,1,0.67,1,54483.12,14362.25,256.4,271.39
12/2/21 22:00,305.48,0,1188.5,5.77,6.75,-4.44,96171.42,277.41,0.9,50000.01,-1826480,64,-11.88,13.48,0,918800,-0.51,10374,0,1,0.55,1,54579.54,14394.6,255.77,271.33,310.84,0,1196.5,5.54,6.23,-4.99,96419.42,277.64,0.89,50000.01,-2064048,64,-49.43,12.28,0,1662224,-0.51,10832,0,1,0.87,1,54595.04,14385.1,255.77,271.44
12/2/21 23:00,318.41,0,1224.06,7.2,7.08,-7.4,96183.45,277.89,0.91,49999.66,-1887568,42,-4.36,14.01,0,1045184,-4.4,13398,0,0.81,0.04,0.82,54658.65,14410.9,255.93,271.9,327.04,0,1235.12,6.98,5.93,-8.44,96431.45,278.19,0.89,28514.66,-2148688,42,-12.78,12.77,0,1862336,-1.9,13188,0,1,0.85,1,54667.27,14401.27,255.9,271.91
12/3/21 0:00,331.96,0,1170,7.7,5.38,-9.26,96175.24,278.48,0.89,11428.61,0,0,-15.8,0,0,0,-5.42,9204,0,1,0,1,54763.53,14413.85,256.11,271.93,336.5,0,1158.75,8.16,5.15,-10.73,96424.24,278.77,0.87,13250.61,0,0,-15.66,0,0,0,-9.92,9560,0,1,0,1,54772.28,14406.79,256.08,272.03
12/3/21 1:00,330.97,0,1165.12,7.9,5.85,-9.68,96239.54,278.09,0.87,50000.19,-200473,2.31,-18.52,0.06,0,164592,-3.34,11768,0,1,0,1,54827.29,14447.3,256.18,271.35,333.68,0,1169.88,7.85,5.61,-10.35,96477.54,278.21,0.86,50000.19,-239833,2.31,-35.87,0.08,0,259952,-3.34,12340,0,0.99,0,0.99,54840.04,14430.42,256.21,271.42
12/3/21 2:00,343.98,0,1184.44,6.5,2.87,-8.73,96237.5,278.34,0.87,13015.26,-351997,29,-9.93,0.08,0,328151,-6.86,9768,0,1,0,1,54928.68,14454.12,257.18,271.54,345.44,0,1188.19,6.4,2.73,-9.09,96515.5,278.59,0.86,14037.26,-402301,29,-9.71,0.13,0,498135,-5.36,10168,0,1,0,1,54931.55,14460.93,257.14,271.57
12/3/21 3:00,344.29,0,1157.12,8.05,3.44,-10.69,96177.16,278.29,0.88,12674.17,-497686,-1,-15.92,0.12,0,477334,-5.3,9768,0,1,0,1,55001.11,14406.84,257.54,271.31,344.32,0,1162.69,7.14,3.22,-10.02,96498.16,278.55,0.86,13827.17,-562966,-1,-16.67,0.17,0,697494,-4.8,10164,0,1,0,1,54991.36,14440.4,257.41,271.26
12/3/21 4:00,348.8,0,1077.62,7.92,2.56,-10.8,96214.1,277.69,0.9,24714.51,-669687,-20,-5.83,0.22,0,630430,0.19,16330,0.32,1,0,1,55076.44,14410.73,256.81,271.21,346.94,0,1071.12,6.94,2.67,-9.82,96529.1,277.83,0.88,28582.51,-736247,-20,-6.86,0.23,0,874142,0.19,16114,0.25,1,0,1,55069.19,14438.17,256.68,271.2
12/3/21 5:00,357.28,0,1131.88,6.85,0.82,-9.62,96254.53,276.86,0.89,49999.53,-831504,-5,-8.51,0.27,0,726354,-0.79,12526,0.61,1,0,1,55126.52,14446.58,256.88,271.02,359.07,0,1128.69,6.29,0.49,-9.13,96555.53,277.09,0.88,49999.53,-908816,-5,-7.75,0.29,0,1009490,-0.79,13156,0.54,1,0,1,55121.64,14467.39,256.77,271.04
12/3/21 6:00,356.99,0,1130.88,5.41,0.69,-7.65,96357.63,276.68,0.89,50000.33,-959888,65,-11.18,0.29,0,803576,-0.92,13370,0.42,1,0,1,55175.14,14527.94,256.98,271.03,1.55,0,1133.75,5.28,0.08,-7.63,96645.63,276.87,0.87,50000.33,-1052048,65,-11.52,0.31,0,1129208,-0.92,13156,0.35,1,0,1,55172.01,14541.94,256.88,271.05
12/3/21 7:00,355.12,0,1176.62,3.92,0.67,-5.46,96441.09,276.61,0.89,11571.08,-1050128,-4,-23.33,0.29,0,850192,-1.35,12536,0,1,0,1,55250.15,14606.64,257.14,271.24,1.05,0,1176,4.12,0.11,-5.87,96721.09,276.72,0.88,12436.08,-1156112,-4,-43.53,0.32,0,1222928,-1.35,12324,0,1,0,1,55246.9,14616.51,257.07,271.26
12/3/21 8:00,335.88,0,1325.38,2.85,1.75,-3.54,96507.38,276.77,0.9,11205.11,-1102736,-84,-1.86,0.31,3.49,871168,0.2,14306,0,1,0,1,55316.1,14671.72,257.56,272.23,349.88,0,1336.56,3.15,0.95,-4.36,96781.38,276.92,0.88,12007.11,-1214352,-84,-1.75,0.33,3.59,1289984,0.2,14096,0,1,0,1,55312.35,14679.04,257.51,272.27
12/3/21 9:00,342.32,0,1398.56,2.3,1.09,-3.02,96569.36,276.96,0.91,10003.85,-1143696,-64,-0.7,0.45,7.9,869680,0.24,20122,0.09,1,0.06,1,55397.05,14737.3,257.56,272.57,357.71,0,1403.06,2.98,0.33,-4.22,96840.36,277.17,0.9,10705.85,-1266576,-64,-0.27,0.42,7.9,1332528,0.24,21360,0.09,1,0.32,1,55392.17,14742.67,257.52,272.6
12/3/21 10:00,307.17,0,1513.12,1.1,1.38,-0.97,96608.42,277.31,0.93,50000.29,-1164080,12,-0.65,0.49,13.12,849680,-1.05,15330,0.08,1,0,1,55466.98,14782.53,257.44,273.18,349.95,0,1516.81,1.89,0.56,-2.61,96869.42,277.51,0.93,50000.29,-1302832,12,-0.14,0.45,13.26,1360656,-0.05,15122,0.07,1,0,1,55462.98,14782.78,257.44,273.2
12/3/21 11:00,241.14,0,1686.4,1.17,1.46,0.88,96623.87,277.92,0.93,8293.57,-1174512,67,-0.78,0.5,33.6,820224,-1.3,17604,0,1,0.07,1,55530.59,14829.78,257.02,274.19,225.63,0,1696.4,0.63,0.62,0.65,96887.87,277.99,0.94,10072.57,-1310704,67,-0.64,0.46,35.1,1360896,-1.3,17392,0,1,0.33,1,55525.96,14828.22,257.07,274.26
12/3/21 12:00,300.44,0,1754.88,0.85,1.2,-0.65,96588.52,278.89,0.96,4217.41,-1187616,-155,-5.22,0.51,52.85,788192,-1.78,16462,0,1,0,1,55536.98,14817.2,256.81,274.69,246.19,0,1761.57,0.22,0.35,0.17,96858.52,278.62,0.95,6011.41,-1321760,-155,-2.69,0.47,28.27,1357536,-1.28,16246,0,1,0,1,55531.85,14817.27,256.87,274.71
12/3/21 13:00,108.7,0,1792.62,0.94,-1.4,0.42,96552.74,279.11,0.93,50000.37,-1205536,-133,-3.48,0.53,37.37,755968,0.23,12614,0,1,0,1,55552.1,14801.21,256.6,274.79,126.17,0,1796.31,1.34,-1.55,1.05,96819.74,278.86,0.93,50000.37,-1334560,-133,-1.79,0.5,32.73,1353984,0.23,13254,0,1,0,1,55547.35,14800.27,256.59,274.79
12/3/21 14:00,163.63,0,1877.06,1.32,-0.61,1.83,96523.48,280.23,0.92,50000.36,-1240848,-43,-15.39,0.54,83.67,721136,-12939.09,6030,0.01,0.99,0,0.99,55541.45,14804.45,256.91,275.35,141.45,0,1891.75,1.74,-1.61,1.87,96787.48,279.71,0.92,50000.36,-1390352,-43,-14.75,0.5,93.01,1350896,-13556.59,5808,0.02,0.99,0,0.99,55539.2,14801.2,256.83,275.49
12/3/21 15:00,223.34,0,2029.31,2.37,2.29,2.61,96524.63,280.6,0.94,7742.22,-1301504,-81,-4.71,0.55,7.93,693328,0.18,9250,0.02,1,1,1,55582.55,14820.14,256.5,275.73,229.39,0,2030.62,0.66,0.68,0.63,96797.63,280.4,0.96,4080.22,-1431552,-81,-4.09,0.52,7.77,1348688,-0.32,7570,0.02,1,1,1,55579.55,14821.39,256.43,275.76
