,lat,lon,lat_st,lon_st,distance
0,42.813004296871526,-1.653423261789812,42.77,-1.647,4.81
1,42.70627064445584,-1.6751004368802438,42.77,-1.647,7.44
2,42.79698251897537,-1.5079654643891907,42.77,-1.647,11.73
